02-01-1997,"13,168.3",,,,,
03-01-1997,"13,064.0",,,,,
06-01-1997,"12,863.0",,,,,
07-01-1997,"12,886.3",,,,,
08-01-1997,"12,793.0",,,,,
09-01-1997,"12,788.9",,,,,
10-01-1997,"12,843.3",,,,,
13-01-1997,"12,895.2",,,,,
14-01-1997,"12,812.2",,,,,
15-01-1997,"12,706.5",,,,,
16-01-1997,"12,659.5",,,,,
17-01-1997,"12,752.6",,,,,
20-01-1997,"12,658.6",,,,,
21-01-1997,"12,718.1",,,,,
22-01-1997,"12,592.6",,,,,
23-01-1997,"12,468.8",,,,,
24-01-1997,"12,635.4",,,,,
27-01-1997,"12,674.8",,,,,
28-01-1997,"12,684.6",,,,,
29-01-1997,"12,590.4",,,,,
30-01-1997,"12,531.1",,,,,
31-01-1997,"12,394.8",,,,,
03-02-1997,"12,350.0",,,,,
04-02-1997,"12,391.6",,,,,
05-02-1997,"12,319.5",,,,,
06-02-1997,"12,296.2",,,,,
07-02-1997,"12,181.7",,,,,
10-02-1997,"12,208.4",,,,,
11-02-1997,"12,172.6",,,,,
12-02-1997,"12,111.6",,,,,
13-02-1997,"12,313.8",,,,,
14-02-1997,"12,298.0",,,,,
17-02-1997,"12,352.1",,,,,
18-02-1997,"12,382.0",,,,,
19-02-1997,"12,421.7",,,,,
20-02-1997,"12,370.0",,,,,
21-02-1997,"12,674.6",,,,,
24-02-1997,"12,665.7",,,,,
25-02-1997,"12,666.4",,,,,
26-02-1997,"12,716.0",,,,,
27-02-1997,"12,911.4",,,,,
28-02-1997,"12,866.6",,,,,
03-03-1997,"12,977.6",,,,,
04-03-1997,"12,891.7",,,,,
05-03-1997,"12,710.6",,,,,
06-03-1997,"12,660.4",,,,,
07-03-1997,"12,558.9",,,,,
10-03-1997,"12,558.2",,,,,
11-03-1997,"12,615.6",,,,,
12-03-1997,"12,593.1",,,,,
13-03-1997,"12,647.9",,,,,
14-03-1997,"12,651.4",,,,,
17-03-1997,"12,606.5",,,,,
18-03-1997,"12,420.0",,,,,
19-03-1997,"12,524.0",,,,,
20-03-1997,"12,631.5",,,,,
21-03-1997,"12,656.7",,,,,
24-03-1997,"12,560.8",,,,,
25-03-1997,"12,541.9",,,,,
26-03-1997,"12,404.2",,,,,
27-03-1997,"12,489.9",,,,,
28-03-1997,"12,493.4",,,,,
31-03-1997,"12,489.9",,,,,
01-04-1997,"12,556.3",,,,,
02-04-1997,"12,590.4",,,,,
03-04-1997,"12,500.9",,,,,
04-04-1997,"12,456.0",,,,,
07-04-1997,"12,513.4",,,,,
08-04-1997,"12,517.0",,,,,
09-04-1997,"12,463.4",,,,,
10-04-1997,"12,452.8",,,,,
11-04-1997,"12,475.7",,,,,
14-04-1997,"12,429.2",,,,,
15-04-1997,"12,283.5",,,,,
16-04-1997,"12,168.4",,,,,
17-04-1997,"12,184.6",,,,,
18-04-1997,"12,238.6",,,,,
21-04-1997,"12,237.1",,,,,
22-04-1997,"12,217.3",,,,,
23-04-1997,"12,185.6",,,,,
24-04-1997,"12,185.5",,,,,
25-04-1997,"12,237.8",,,,,
28-04-1997,"12,160.4",,,,,
29-04-1997,"12,126.5",,,,,
30-04-1997,"12,162.1",,,,,
01-05-1997,"12,129.9",,,,,
02-05-1997,"12,137.4",,,,,
05-05-1997,"12,151.0",,,,,
06-05-1997,"12,271.7",,,,,
07-05-1997,"12,234.2",,,,,
08-05-1997,"12,325.8",,,,,
09-05-1997,"12,395.3",,,,,
12-05-1997,"12,477.7",,,,,
13-05-1997,"12,502.8",,,,,
14-05-1997,"12,508.2",,,,,
15-05-1997,"12,406.3",,,,,
16-05-1997,"12,338.3",,,,,
19-05-1997,"12,195.4",,,,,
20-05-1997,"12,273.4",,,,,
21-05-1997,"12,263.5",,,,,
22-05-1997,"12,258.5",,,,,
23-05-1997,"12,241.0",,,,,
26-05-1997,"12,258.1",,,,,
27-05-1997,"12,310.4",,,,,
28-05-1997,"12,270.5",,,,,
29-05-1997,"12,309.9",,,,,
30-05-1997,"12,363.8",,,,,
02-06-1997,"12,313.3",,,,,
03-06-1997,"12,297.4",,,,,
04-06-1997,"12,225.1",,,,,
05-06-1997,"12,190.4",,,,,
06-06-1997,"12,306.6",,,,,
09-06-1997,"12,314.5",,,,,
10-06-1997,"12,295.9",,,,,
11-06-1997,"12,308.7",,,,,
12-06-1997,"12,259.3",,,,,
13-06-1997,"12,223.8",,,,,
16-06-1997,"12,227.4",,,,,
17-06-1997,"12,247.3",,,,,
18-06-1997,"12,231.0",,,,,
19-06-1997,"12,186.0",,,,,
20-06-1997,"12,109.2",,,,,
23-06-1997,"12,102.1",,,,,
24-06-1997,"12,118.0",,,,,
25-06-1997,"12,114.8",,,,,
26-06-1997,"12,062.8",,,,,
27-06-1997,"12,050.2",,,,,
30-06-1997,"11,976.9",,,,,
01-07-1997,"11,948.1",,,,,
02-07-1997,"11,882.7",,,,,
03-07-1997,"11,893.6",,,,,
04-07-1997,"11,603.1",,,,,
07-07-1997,"11,382.8",,,,,
08-07-1997,"11,476.6",,,,,
09-07-1997,"11,345.1",,,,,
10-07-1997,"11,431.2",,,,,
11-07-1997,"11,407.7",,,,,
14-07-1997,"11,492.7",,,,,
15-07-1997,"11,416.7",,,,,
16-07-1997,"11,407.7",,,,,
17-07-1997,"11,401.0",,,,,
18-07-1997,"11,569.1",,,,,
21-07-1997,"11,643.7",,,,,
22-07-1997,"11,716.9",,,,,
23-07-1997,"11,597.3",,,,,
24-07-1997,"11,490.4",,,,,
25-07-1997,"11,567.1",,,,,
28-07-1997,"11,627.6",,,,,
29-07-1997,"11,660.1",,,,,
30-07-1997,"11,691.9",,,,,
31-07-1997,"11,649.1",,,,,
01-08-1997,"11,596.3",,,,,
04-08-1997,"11,562.4",,,,,
05-08-1997,"11,467.1",,,,,
06-08-1997,"11,405.6",,,,,
07-08-1997,"11,460.3",,,,,
08-08-1997,"11,560.9",,,,,
11-08-1997,"11,700.5",,,,,
12-08-1997,"11,643.6",,,,,
13-08-1997,"11,646.8",,,,,
14-08-1997,"11,648.4",,,,,
15-08-1997,"11,591.6",,,,,
18-08-1997,"11,521.7",,,,,
19-08-1997,"11,548.8",,,,,
20-08-1997,"11,584.1",,,,,
21-08-1997,"11,700.7",,,,,
22-08-1997,"11,719.1",,,,,
25-08-1997,"11,777.4",,,,,
26-08-1997,"11,840.1",,,,,
27-08-1997,"11,809.5",,,,,
28-08-1997,"11,856.0",,,,,
